Global Employee,Gender,Age,Education,Tenure in Vodafone,Prevous Exp in Months,Performance Rating 1,Performance Rating 2,Performance Rating 3,Performance Rating 4,Performance Rating 5,Building Team Commitment,Strategic Thinking,Leads Decision Making and Delivers Results,Analytical Thinking,Customer Relations,Service Quality and Planning,Solution Selling,In Market Execution,Sales Planning and Forecasting,Negotiation ,Actionable Insights,Solving Problems,Engage,Applied Thinking,Change,Drive,Average Comp Score,Competency Group,Attried,Local Band
90007939,1,6,1,3,197,3,3,3,3,3,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,4
90050458,2,6,2,3,107,5,5,5,4,4,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,5
90007085,2,6,1,3,184,3,3,4,3,4,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,5
90050279,2,6,2,3,84,3,3,3,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90050253,1,6,3,3,3,3,3,3,3,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90004755,2,6,3,3,120,3,3,3,4,4,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,5
90006553,2,6,2,3,34,3,4,4,4,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90003247,2,6,4,3,37,3,3,2,3,4,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90003248,1,6,2,3,24,5,3,4,3,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,3
90003249,2,6,4,3,60,5,3,3,3,3,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,2
90003254,2,6,4,3,64,2,3,3,3,3,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,2
90006028,2,6,2,3,0,5,3,3,5,3,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,3
90006552,2,6,4,3,49,3,3,3,3,3,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,2
90007344,2,6,2,3,57,4,3,3,3,4,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90007345,2,6,2,3,92,3,3,3,2,3,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90007346,2,6,4,3,78,3,3,4,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,2
90007919,2,6,2,3,23,4,4,4,3,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,3
90007921,2,6,4,3,36,3,3,3,3,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,2
90007932,2,6,4,3,99,3,3,3,3,3,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,2
90008879,2,6,2,3,43,4,4,4,4,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,3
90050239,2,6,4,3,22,3,3,3,3,3,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90050249,2,6,2,3,11,4,3,3,3,3,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,3
90050250,2,6,4,3,16,3,3,4,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90050269,2,6,4,3,11,2,3,4,3,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90050284,2,6,2,3,11,4,4,3,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,3
90009536,2,6,2,3,147,3,3,3,3,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,5
90050278,2,6,3,3,17,4,3,3,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,3
90050286,2,6,3,3,39,3,3,3,3,4,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,3
90004748,2,6,2,3,191,3,3,4,3,4,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,5
90050263,2,6,2,3,88,3,4,3,3,4,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,3
90004078,2,6,4,3,18,3,3,3,3,3,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,2
90004743,2,6,2,3,33,3,3,4,3,3,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,3
90004749,2,6,2,3,48,4,3,4,3,4,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90004750,2,6,2,3,25,3,3,4,3,4,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90004758,2,6,2,3,91,5,4,3,3,4,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,4
90005610,2,6,4,3,38,3,3,3,3,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90007084,2,6,2,3,94,3,3,4,3,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,4
90007086,2,6,2,3,85,3,3,3,3,3,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,4
90008876,2,6,4,3,23,2,3,3,3,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,2
90008877,2,6,4,3,25,4,2,3,3,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90008880,2,6,2,3,94,5,3,5,5,0,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,4
90050234,2,6,2,3,42,3,3,3,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,4
90050255,2,6,2,3,64,3,3,3,4,4,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,3
90050265,2,6,2,3,0,3,3,3,3,4,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,3
90003244,2,6,2,3,42,3,3,4,4,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90004077,2,6,2,3,75,3,2,3,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,3
90050282,2,6,4,3,22,3,3,3,3,3,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90050290,2,6,1,3,1,3,3,3,3,0,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,3
90050235,1,6,2,3,20,3,3,3,4,4,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,3
90004741,2,6,2,3,121,3,3,4,3,4,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,5
90007088,2,6,2,3,210,2,3,3,3,3,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,2
90007083,2,6,1,3,202,4,3,4,3,4,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,5
90007913,2,6,3,3,53,5,3,3,4,4,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90005143,2,6,2,3,0,4,3,4,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,3
90004070,2,6,2,3,75,5,4,5,4,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,4
90005137,2,6,2,3,0,3,4,3,3,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,3
90005138,2,6,4,3,0,3,3,3,3,3,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,2
90005140,2,6,4,3,0,3,3,3,3,3,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,2
90005142,2,6,4,3,0,3,2,3,3,3,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90008435,2,6,2,3,0,3,3,4,4,4,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,3
90008869,2,6,4,3,35,3,3,3,3,0,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90008872,2,6,2,3,124,4,3,3,4,0,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,4
90050187,2,6,2,3,152,4,4,3,4,4,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,4
90050229,2,6,2,3,49,3,3,4,3,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90050242,2,6,2,3,0,3,3,4,4,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,3
90003239,2,6,3,3,36,5,3,3,4,3,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,3
90050179,2,6,3,3,7,4,4,4,4,4,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,3
90004724,2,6,2,3,86,3,4,4,4,3,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,4
90004725,2,6,3,3,36,3,3,3,3,3,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,3
90004739,2,6,2,3,141,4,3,4,5,4,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,5
90004731,2,6,3,3,63,3,3,3,3,3,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90050182,2,6,2,3,24,3,3,3,3,4,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90004734,2,6,2,3,36,3,3,3,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,3
90006019,2,6,4,3,24,3,3,3,3,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90007082,2,6,2,3,115,3,3,3,3,4,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,5
90007906,2,6,2,3,47,3,4,3,3,3,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,3
90007915,2,6,2,3,107,2,3,3,3,3,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,3
90008868,2,6,4,3,20,3,3,4,3,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90008875,2,6,2,3,124,3,3,3,3,0,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,4
90050222,2,6,4,3,23,4,3,3,3,4,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90050241,2,6,4,3,30,3,3,4,3,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90050082,2,6,4,3,30,3,3,3,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,2
90007080,2,6,2,3,155,3,3,3,4,4,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,5
90050230,1,6,2,3,3,3,3,4,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90003242,2,6,2,3,14,3,4,4,3,4,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,4
90050183,2,6,1,3,27,4,5,4,4,4,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,3
90004732,2,6,2,3,67,3,3,3,4,3,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,2
90003241,1,6,2,3,34,3,3,3,3,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,3
90006004,2,6,2,3,66,5,3,4,3,3,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,4
90050040,1,6,3,3,0,0,4,4,3,4,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,4
90003236,2,6,2,3,0,3,4,3,3,4,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,4
90004708,2,6,3,3,166,3,3,3,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,5
90005605,1,6,2,3,0,3,4,3,3,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,4
90006015,2,6,2,3,0,4,4,3,3,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,4
90006536,1,6,2,3,6,3,3,3,3,4,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,3
90006940,2,6,2,3,0,4,3,3,3,4,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,4
90006941,2,6,2,3,0,3,3,4,3,4,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,4
90006942,2,6,2,3,0,3,3,4,3,4,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,4
90007902,2,6,2,3,0,3,3,4,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,4
90009524,2,6,2,3,0,3,3,3,4,5,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,5
90050037,2,6,2,3,18,3,4,5,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,4
90009506,2,6,3,3,0,3,4,3,3,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,2
90006002,1,6,2,3,37,3,3,3,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,3
90005604,1,6,2,3,8,4,3,4,3,4,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,4
90006005,2,6,2,3,17,4,3,3,3,3,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,3
90006014,2,6,2,3,36,3,3,3,2,3,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,3
90007336,2,6,2,3,68,4,3,3,3,3,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,3
90009508,2,6,4,3,0,3,3,3,3,3,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,2
90050003,2,6,4,3,0,3,3,3,4,3,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,2
90050030,2,6,2,3,37,4,4,3,3,3,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90050045,2,6,4,3,13,5,4,3,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,2
90050049,2,6,4,3,0,3,3,4,3,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90050055,2,6,2,3,20,5,3,4,3,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,3
90050051,2,6,2,3,134,3,4,3,3,4,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,5
90007338,2,6,2,3,210,3,3,3,3,4,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,4
90004717,2,6,2,3,0,4,4,3,4,4,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,4
90004720,2,6,2,3,117,3,3,3,3,4,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,5
90006011,2,6,4,3,39,3,3,3,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90006013,2,6,3,3,33,4,4,5,4,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,3
90006535,2,6,4,3,35,3,3,3,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,2
90007904,2,6,2,3,161,4,3,3,3,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90008431,2,6,4,3,4,3,3,4,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90008866,2,6,4,3,170,3,3,3,3,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90009520,2,6,4,3,59,3,4,3,3,3,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,2
90007897,2,6,2,3,332,3,3,3,3,3,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,5
90050062,2,6,2,3,0,3,3,3,3,3,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,4
90006007,2,6,2,3,11,3,4,3,4,4,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,3
90007895,2,6,1,3,96,3,2,3,3,4,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90005121,2,6,2,3,201,4,3,4,3,3,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,5
90008432,1,6,1,3,8,4,3,3,4,4,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,4
90004711,1,6,1,3,10,4,4,4,3,4,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,4
90003234,2,6,1,3,17,4,3,4,3,4,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,4
90004703,2,6,1,3,112,4,4,3,4,0,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,6
90000392,2,6,3,3,19,3,3,3,3,3,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,3
90001123,2,6,3,3,7,3,4,4,3,4,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,3
90001126,2,6,3,3,9,4,5,4,3,3,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,3
90001741,2,6,3,3,0,3,3,3,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90001755,2,6,3,3,72,3,3,3,3,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,3
90002652,1,6,2,3,161,3,3,3,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,4
90004700,2,6,2,3,105,4,3,3,3,3,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,5
90005999,1,6,2,3,57,3,3,4,4,4,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,4
90006534,2,6,3,3,49,4,4,3,3,2,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90007335,2,6,3,3,142,3,4,4,3,4,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,4
90008430,2,6,3,3,31,3,4,4,3,4,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,3
90001122,2,6,2,3,9,3,4,3,4,4,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,3
90001744,2,6,2,3,0,4,4,4,4,4,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,3
90004058,2,6,2,3,0,3,3,3,4,3,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90000877,2,6,3,3,0,2,3,2,3,3,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,2
90005115,2,6,3,3,53,3,2,3,3,3,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,2
90001129,2,6,4,3,19,3,3,3,4,3,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90001749,2,6,2,3,0,5,3,4,4,3,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,3
90003231,2,6,4,3,28,3,3,4,3,3,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,2
90005116,2,6,2,3,12,4,3,3,3,3,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,3
90006000,2,6,4,3,44,5,2,3,3,3,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90006930,2,6,4,3,49,3,3,3,3,3,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,C,No,2
90006933,2,6,4,3,23,3,3,3,3,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90008114,2,6,2,3,70,3,4,5,3,3,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,3
90050013,2,6,2,3,17,3,3,3,3,3,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,3
90008855,1,6,2,3,144,3,3,3,3,0,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,5
90050025,2,6,3,3,50,4,3,3,3,3,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90003229,2,6,2,3,107,3,3,3,3,3,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,5
90007079,2,6,2,3,157,5,4,3,3,4,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,5
